"ORDERID","USERID","SALESREPPERSONID","CONTACTPERSONID","ORDERDATE","EXPECTEDDELIVERYDATE","CUSTOMERPURCHASEORDERNUMBER","ISUNDERSUPPLYBACKORDERED","PICKINGCOMPLETEDWHEN","LASTEDITEDBY","LASTEDITEDWHEN"
6099,867,3,3067,24-04-16,24-04-20,"15030",1,24-04-17,16,24-04-20
6100,862,6,3062,23-10-02,23-10-09,"10896",1,23-10-03,16,23-10-06
6101,125,20,1249,24-02-10,24-02-15,"12275",1,24-02-13,16,24-02-15
6102,524,7,2247,23-11-02,23-11-05,"13208",1,23-11-06,16,23-11-06
6103,179,14,1357,23-03-17,23-03-18,"12033",1,23-03-21,16,23-03-21
6104,886,15,3086,24-12-10,24-12-14,"13187",1,24-12-14,16,24-12-12
6105,57,8,1113,23-04-14,23-04-24,"13214",1,23-04-18,8,23-04-18
6106,571,8,2341,23-04-25,23-05-01,"17815",1,23-04-27,4,23-04-30
6107,990,15,3190,24-02-09,24-02-12,"10647",1,24-02-13,10,24-02-11
6108,148,3,1295,23-03-30,23-04-03,"15058",1,23-04-03,12,23-04-01
6109,57,8,1113,23-05-10,23-05-20,"13214",1,23-05-11,16,23-05-14
6110,126,13,1251,23-12-09,23-12-18,"10427",1,23-12-13,4,23-12-13
6111,580,14,2359,24-03-03,24-03-12,"15892",1,24-03-05,4,24-03-08
6112,7,2,1013,23-03-19,23-03-28,"19173",1,23-03-20,4,23-03-23
6113,166,13,1331,23-09-23,23-10-01,"18514",1,23-09-26,4,23-09-26
6114,66,6,1131,23-06-12,23-06-17,"12568",1,23-06-16,4,23-06-13
6115,107,14,1213,24-07-29,24-08-03,"17983",1,24-08-01,4,24-08-02
6116,504,15,2207,23-12-12,23-12-16,"15832",1,23-12-17,4,23-12-14
6117,548,6,2295,23-01-12,23-01-21,"10103",1,23-01-15,4,23-01-15
6118,35,6,1069,23-05-17,23-05-22,"19696",1,23-05-18,4,23-05-20
6119,887,3,3087,24-09-20,24-09-28,"18514",1,24-09-23,4,24-09-22
6120,452,13,2103,23-08-15,23-08-19,"11009",1,23-08-18,4,23-08-20
6121,983,15,3183,23-03-26,23-03-30,"13620",1,23-03-31,4,23-03-28
6122,401,14,2001,24-07-13,24-07-18,"19187",1,24-07-16,4,24-07-18
6123,23,3,1045,23-08-30,23-09-03,"10785",1,23-09-01,4,23-09-03
6124,958,15,3158,23-06-11,23-06-19,"10271",1,23-06-13,4,23-06-15
6125,480,14,2159,24-08-02,24-08-08,"12860",1,24-08-04,4,24-08-04
6126,843,13,3043,23-08-08,23-08-10,"12154",1,23-08-11,4,23-08-10
6127,419,8,2037,24-03-28,24-03-30,"16845",1,24-04-01,4,24-03-31
6128,472,3,2143,24-08-07,24-08-11,"15854",1,24-08-08,4,24-08-11
6129,91,20,1181,24-06-18,24-06-22,"11054",1,24-06-22,4,24-06-20
6130,19,14,1037,24-07-10,24-07-14,"13536",1,24-07-12,4,24-07-13
6131,524,20,2247,23-09-08,23-09-15,"11733",1,23-09-10,4,23-09-10
6132,909,8,3109,23-07-08,23-07-11,"12055",1,23-07-11,4,23-07-12
6133,586,3,2371,23-10-10,23-10-11,"13115",1,23-10-13,4,23-10-14
6134,20,6,1039,23-10-15,23-10-17,"10623",1,23-10-17,4,23-10-19
6135,537,15,2273,23-12-04,23-12-12,"11375",1,23-12-08,6,23-12-07
6136,963,8,3163,24-08-04,24-08-09,"15669",1,24-08-09,4,24-08-05
6137,456,3,2111,24-07-24,24-07-26,"15202",1,24-07-26,4,24-07-29
6138,487,6,2173,23-02-19,23-02-23,"11501",1,23-02-24,4,23-02-20
6139,31,16,1061,23-07-12,23-07-20,"11894",1,23-07-16,4,23-07-15
6140,549,13,2297,23-07-04,23-07-13,"14634",1,23-07-09,4,23-07-05
6141,185,2,1369,23-03-22,23-03-26,"11315",1,23-03-23,4,23-03-24
6142,815,8,3015,23-12-13,23-12-15,"13314",1,23-12-17,4,23-12-15
6143,822,7,3022,23-04-08,23-04-16,"10078",1,23-04-12,4,23-04-11
6144,67,7,1133,24-06-02,24-06-04,"12502",1,24-06-04,4,24-06-03
6145,826,14,3026,24-08-29,24-09-04,"13886",1,24-09-01,4,24-09-01
6146,41,3,1081,24-02-15,24-02-18,"10339",1,24-02-19,4,24-02-18
6147,918,16,3118,24-07-15,24-07-18,"19746",1,24-07-17,4,24-07-19
6148,1001,6,3201,24-12-16,24-12-17,"14860",1,24-12-20,4,24-12-19
6149,592,16,2383,23-04-01,23-04-02,"17601",1,23-04-05,4,23-04-03
6150,151,16,1301,24-03-10,24-03-15,"14192",1,24-03-12,4,24-03-14
6151,444,8,2087,24-10-24,24-11-03,"19877",1,24-10-27,4,24-10-28
6152,15,3,1029,24-01-01,24-01-05,"17322",1,24-01-03,4,24-01-02
6153,195,15,1389,23-08-30,23-08-31,"15950",1,23-09-03,4,23-09-03
6154,950,6,3150,23-03-31,23-04-07,"16191",1,23-04-04,4,23-04-05
6155,576,14,2351,24-03-21,24-03-25,"14700",1,24-03-26,4,24-03-24
6156,161,3,1321,23-05-15,23-05-20,"16050",1,23-05-19,4,23-05-17
6157,139,7,1277,24-07-25,24-07-31,"12752",1,24-07-29,4,24-07-27
6158,412,7,2023,24-04-04,24-04-11,"19083",1,24-04-05,6,24-04-08
6159,412,15,2023,24-02-09,24-02-18,"16628",1,24-02-10,4,24-02-10
6160,1002,15,3202,24-04-06,24-04-07,"19773",1,24-04-10,4,24-04-07
6161,899,15,3099,23-09-14,23-09-16,"11499",1,23-09-17,6,23-09-16
6162,914,7,3114,24-05-15,24-05-20,"16285",1,24-05-18,4,24-05-19
6163,495,2,2189,23-09-03,23-09-09,"11630",1,23-09-07,4,23-09-07
6164,70,7,1139,24-10-13,24-10-14,"14031",1,24-10-15,4,24-10-17
6165,540,20,2279,24-02-10,24-02-15,"13924",1,24-02-12,4,24-02-12
6166,555,13,2309,23-01-14,23-01-18,"12315",1,23-01-18,4,23-01-18
6167,154,2,1307,23-01-23,23-02-02,"14617",1,23-01-28,4,23-01-27
6168,406,6,2011,24-06-08,24-06-12,"13753",1,24-06-13,4,24-06-13
6169,73,2,1145,23-09-29,23-10-03,"13381",1,23-10-03,6,23-10-04
6170,50,6,1099,24-07-24,24-07-27,"19575",1,24-07-29,4,24-07-25
6171,572,7,2343,23-05-04,23-05-10,"18622",1,23-05-05,4,23-05-07
6172,46,20,1091,24-05-15,24-05-17,"18253",1,24-05-17,4,24-05-16
6173,993,7,3193,23-08-16,23-08-19,"17192",1,23-08-18,4,23-08-20
6174,121,13,1241,23-09-13,23-09-19,"11505",1,23-09-18,6,23-09-15
6175,522,20,2243,23-02-04,23-02-08,"16416",1,23-02-08,4,23-02-06
6176,976,2,3176,24-08-08,24-08-13,"10682",1,24-08-12,4,24-08-12
6177,579,16,2357,24-10-21,24-10-25,"15973",1,24-10-25,4,24-10-25
6178,103,13,1205,23-06-24,23-06-27,"14942",1,23-06-28,4,23-06-28
6179,30,20,1059,24-11-10,24-11-13,"14598",1,24-11-14,4,24-11-14
6180,448,7,2095,24-01-07,24-01-11,"10243",1,24-01-12,4,24-01-10
6181,543,13,2285,23-05-09,23-05-10,"18032",1,23-05-11,4,23-05-10
6182,64,3,1127,24-12-17,24-12-27,"16985",1,24-12-19,4,24-12-20
6183,180,13,1359,24-04-12,24-04-17,"19298",1,24-04-14,4,24-04-16
6184,537,15,2273,24-04-17,24-04-25,"11375",1,24-04-22,7,24-04-19
6185,412,7,2023,24-09-04,24-09-12,"19083",1,24-09-06,7,24-09-09
6186,899,15,3099,23-09-30,23-10-03,"11499",1,23-10-04,13,23-10-02
6187,73,2,1145,23-09-14,23-09-23,"13381",1,23-09-17,7,23-09-19
6188,121,13,1241,24-09-05,24-09-15,"11505",1,24-09-09,8,24-09-07
6189,146,14,1291,23-10-24,23-10-27,"10282",1,23-10-27,7,23-10-28
6190,988,13,3188,23-10-14,23-10-16,"18548",1,23-10-16,7,23-10-18
6191,55,8,1109,24-05-24,24-06-02,"10892",1,24-05-26,7,24-05-28
6192,66,7,1131,24-09-12,24-09-19,"11216",1,24-09-17,4,24-09-17
6193,51,13,1101,24-10-18,24-10-26,"10524",1,24-10-21,7,24-10-22
6194,58,14,1115,23-12-31,24-01-09,"10488",1,24-01-03,7,24-01-03
6195,538,13,2275,24-10-26,24-11-02,"13496",1,24-10-30,7,24-10-30
6196,68,8,1135,24-11-17,24-11-19,"11310",1,24-11-21,4,24-11-18
6197,924,15,3124,24-05-10,24-05-18,"16035",1,24-05-12,7,24-05-11
6198,950,14,3150,24-06-17,24-06-27,"14137",1,24-06-20,7,24-06-20
6199,70,8,1139,24-04-25,24-04-30,"17228",1,24-04-29,7,24-04-26
6200,1001,20,3201,24-09-29,24-10-06,"17880",1,24-09-30,7,24-10-01
6201,812,6,3012,24-05-16,24-05-26,"10521",1,24-05-20,7,24-05-18
6202,987,3,3187,24-08-11,24-08-15,"19670",1,24-08-15,7,24-08-13
6203,1004,13,3204,23-01-17,23-01-21,"10829",1,23-01-20,7,23-01-19
6204,890,7,3090,23-03-26,23-04-03,"13456",1,23-03-29,7,23-03-28
6205,975,6,3175,24-05-04,24-05-11,"12267",1,24-05-09,7,24-05-07
6206,12,3,1023,24-03-07,24-03-12,"10743",1,24-03-09,7,24-03-10
6207,823,7,3023,23-08-06,23-08-11,"16592",1,23-08-07,7,23-08-08
6208,965,13,3165,23-12-02,23-12-08,"19390",1,23-12-06,7,23-12-05
6209,846,14,3046,24-06-24,24-07-01,"15194",1,24-06-25,4,24-06-28
6210,127,13,1253,23-10-10,23-10-14,"19265",1,23-10-12,7,23-10-13
6211,427,14,2053,23-04-16,23-04-25,"14483",1,23-04-18,7,23-04-20
6212,943,2,3143,24-06-13,24-06-16,"12302",1,24-06-18,7,24-06-15
6213,913,14,3113,23-02-26,23-03-06,"16730",1,23-03-02,7,23-03-01
6214,539,7,2277,23-02-03,23-02-07,"12736",1,23-02-07,7,23-02-08
6215,542,3,2283,23-11-03,23-11-11,"18007",1,23-11-07,7,23-11-05
6216,13,16,1025,24-10-30,24-11-05,"11299",1,24-11-04,7,24-11-03
6217,934,20,3134,23-02-17,23-02-25,"10844",1,23-02-18,4,23-02-20
6218,424,15,2047,23-04-29,23-05-09,"13616",1,23-05-01,4,23-05-04
6219,499,14,2197,24-03-13,24-03-16,"11467",1,24-03-15,7,24-03-15
6220,176,6,1351,24-03-31,24-04-03,"19650",1,24-04-04,7,24-04-02
6221,936,7,3136,23-05-10,23-05-19,"18418",1,23-05-15,4,23-05-13
6222,585,16,2369,24-11-05,24-11-11,"11644",1,24-11-08,4,24-11-07
6223,148,6,1295,24-01-10,24-01-19,"13635",1,24-01-11,7,24-01-13
6224,4,6,1007,24-11-03,24-11-07,"16507",1,24-11-06,7,24-11-05
6225,164,16,1327,24-06-25,24-06-30,"17442",1,24-06-27,4,24-06-29
6226,497,20,2193,23-05-01,23-05-11,"12265",1,23-05-02,7,23-05-04
6227,975,8,3175,23-01-31,23-02-03,"13816",1,23-02-04,7,23-02-03
6228,182,16,1363,24-02-01,24-02-08,"11676",1,24-02-03,7,24-02-04
6229,890,15,3090,24-07-06,24-07-12,"14358",1,24-07-10,7,24-07-10
6230,557,13,2313,23-03-25,23-03-31,"12853",1,23-03-30,7,23-03-28
6231,17,20,1033,24-04-13,24-04-15,"15346",1,24-04-18,7,24-04-15
6232,437,3,2073,23-06-18,23-06-24,"19174",1,23-06-19,7,23-06-20
6233,439,8,2077,24-07-06,24-07-14,"12177",1,24-07-08,7,24-07-10
6234,928,6,3128,23-06-04,23-06-05,"15206",1,23-06-05,7,23-06-06
6235,870,6,3070,23-04-15,23-04-21,"14969",1,23-04-16,7,23-04-18
6236,72,8,1143,23-07-22,23-08-01,"17437",1,23-07-26,7,23-07-24
6237,424,20,2047,23-11-06,23-11-14,"12726",1,23-11-07,7,23-11-07
6238,66,7,1131,24-07-16,24-07-20,"11216",1,,4,24-07-20
6239,68,8,1135,23-10-08,23-10-14,"11310",1,23-10-09,8,23-10-13
6240,846,14,3046,23-10-16,23-10-22,"15194",1,23-10-18,7,23-10-17
6241,934,20,3134,24-08-05,24-08-06,"10844",1,24-08-10,19,24-08-08
6242,424,15,2047,24-07-05,24-07-12,"13616",1,24-07-07,15,24-07-09
6243,936,7,3136,24-10-18,24-10-21,"18418",1,24-10-23,7,24-10-20
6244,585,16,2369,23-10-14,23-10-19,"11644",1,,4,23-10-18
6245,164,16,1327,24-09-11,24-09-13,"17442",1,,4,24-09-15
6246,897,8,3097,24-11-21,24-11-23,"18237",1,24-11-22,10,24-11-26
6247,546,2,2291,24-08-14,24-08-22,"12053",1,24-08-17,10,24-08-19
6248,60,16,1119,23-05-09,23-05-12,"17712",1,23-05-13,14,23-05-11
6249,156,20,1311,23-02-19,23-02-20,"15550",1,23-02-20,14,23-02-22
6250,883,14,3083,24-04-07,24-04-10,"10175",1,24-04-12,14,24-04-09
6251,919,20,3119,24-02-23,24-02-25,"10359",1,24-02-26,10,24-02-27
6252,429,14,2057,23-11-24,23-11-29,"14945",1,23-11-26,10,23-11-25
6253,430,7,2059,24-04-09,24-04-14,"19899",1,24-04-11,10,24-04-10
6254,188,8,1375,23-03-09,23-03-13,"14311",1,23-03-12,10,23-03-14
6255,592,20,2383,24-06-24,24-06-26,"16748",1,24-06-28,10,24-06-25
6256,992,6,3192,24-04-13,24-04-19,"12024",1,24-04-18,10,24-04-16
6257,428,7,2055,24-08-31,24-09-01,"19392",1,24-09-04,10,24-09-03
6258,128,8,1255,24-01-22,24-01-26,"10090",1,24-01-26,10,24-01-24
6259,58,20,1115,23-01-14,23-01-21,"10823",1,23-01-17,10,23-01-16
6260,576,15,2351,24-02-05,24-02-08,"18370",1,24-02-10,10,24-02-08
6261,933,15,3133,23-05-07,23-05-15,"11689",1,23-05-08,10,23-05-09
6262,512,15,2223,24-02-28,24-03-02,"16009",1,24-03-01,10,24-03-03
6263,169,20,1337,23-03-29,23-03-31,"12655",1,23-04-02,10,23-03-31
6264,819,14,3019,24-06-09,24-06-19,"19092",1,24-06-14,10,24-06-12
6265,111,8,1221,23-06-10,23-06-14,"15541",1,23-06-12,10,23-06-15
6266,65,14,1129,24-08-20,24-08-30,"18858",1,24-08-22,10,24-08-23
6267,18,20,1035,23-03-17,23-03-19,"18570",1,23-03-20,10,23-03-21
6268,100,3,1199,24-03-16,24-03-21,"12940",1,24-03-18,10,24-03-20
6269,78,13,1155,24-08-31,24-09-10,"13838",1,24-09-03,10,24-09-02
6270,950,13,3150,24-05-25,24-05-27,"10120",1,24-05-27,10,24-05-30
6271,493,13,2185,23-04-09,23-04-15,"16540",1,23-04-14,10,23-04-11
6272,958,13,3158,23-08-07,23-08-13,"10224",1,23-08-10,10,23-08-09
6273,403,2,2005,23-01-07,23-01-16,"13710",1,23-01-09,14,23-01-09
6274,801,7,3001,23-05-26,23-05-30,"13151",1,23-05-28,14,23-05-28
6275,826,16,3026,24-07-11,24-07-17,"12379",1,24-07-16,14,24-07-13
6276,7,20,1013,24-04-18,24-04-24,"15118",1,24-04-22,10,24-04-23
6277,991,14,3191,23-02-02,23-02-05,"14079",1,23-02-05,10,23-02-05
6278,115,6,1229,24-12-24,24-12-26,"10518",1,24-12-26,10,24-12-26
6279,180,6,1359,24-10-03,24-10-06,"19096",1,24-10-05,10,24-10-05
6280,451,3,2101,24-03-22,24-04-01,"15764",1,24-03-27,10,24-03-24
6281,415,6,2029,24-11-25,24-12-04,"14225",1,24-11-26,10,24-11-29
6282,62,8,1123,24-07-04,24-07-10,"10768",1,24-07-06,10,24-07-07
6283,596,14,2391,23-12-15,23-12-19,"10248",1,23-12-17,10,23-12-17
6284,952,14,3152,24-05-07,24-05-08,"11580",1,24-05-11,10,24-05-08
6285,92,3,1183,24-06-04,24-06-08,"16420",1,24-06-08,14,24-06-06
6286,557,14,2313,24-06-20,24-06-21,"10955",1,24-06-24,10,24-06-25
6287,964,14,3164,23-03-01,23-03-07,"15611",1,23-03-04,10,23-03-05
6288,553,14,2305,23-07-23,23-08-02,"19615",1,23-07-26,10,23-07-27
6289,27,2,1053,23-10-07,23-10-16,"13158",1,23-10-12,10,23-10-09
6290,116,6,1231,23-03-27,23-04-05,"14794",1,23-03-30,10,23-03-30
6291,124,6,1247,24-01-19,24-01-28,"11752",1,24-01-23,10,24-01-22
6292,969,2,3169,23-04-01,23-04-04,"16471",1,23-04-04,10,23-04-04
6293,981,15,3181,24-01-11,24-01-20,"13410",1,24-01-14,10,24-01-14
6294,7,8,1013,24-12-23,24-12-28,"15445",1,24-12-24,10,24-12-24
6295,176,8,1351,23-12-05,23-12-11,"19291",1,23-12-09,10,23-12-07
6296,451,7,2101,24-01-13,24-01-19,"11103",1,24-01-15,10,24-01-17
6297,972,15,3172,23-07-05,23-07-10,"13513",1,23-07-09,10,23-07-09
6298,576,15,2351,24-11-01,24-11-06,"15732",1,24-11-05,10,24-11-03
6299,497,2,2193,23-07-04,23-07-09,"18063",1,23-07-09,10,23-07-09
6300,75,16,1149,23-07-25,23-07-27,"11218",1,23-07-28,10,23-07-28
6301,119,3,1237,23-12-27,24-01-05,"14616",1,23-12-29,10,23-12-29
6302,485,3,2169,23-12-15,23-12-20,"17145",1,23-12-19,10,23-12-20
6303,494,3,2187,23-10-26,23-11-02,"13398",1,23-10-29,10,23-10-30
6304,464,16,2127,23-12-26,24-01-03,"11793",1,23-12-28,10,23-12-30
6305,1008,3,3208,23-08-02,23-08-08,"15295",1,23-08-05,10,23-08-04
6306,938,3,3138,24-06-12,24-06-15,"14310",1,24-06-16,10,24-06-16
6307,974,20,3174,23-08-30,23-09-03,"11015",1,23-09-01,10,23-09-01
6308,33,15,1065,24-03-22,24-03-28,"13839",1,24-03-26,10,24-03-27
6309,509,16,2217,23-10-07,23-10-15,"10959",1,23-10-09,10,23-10-12
6310,435,13,2069,24-12-09,24-12-10,"13248",1,24-12-13,10,24-12-13
6311,509,15,2217,24-12-24,24-12-27,"12228",1,24-12-27,10,24-12-27
6312,995,15,3195,23-08-25,23-08-26,"19441",1,23-08-26,10,23-08-28
6313,1002,7,3202,24-11-26,24-12-01,"13237",1,24-12-01,10,24-11-27
6314,199,16,1397,23-09-22,23-09-26,"19631",1,23-09-25,10,23-09-26
6315,820,8,3020,23-07-04,23-07-08,"10234",1,23-07-07,10,23-07-05
6316,833,8,3033,24-09-27,24-10-01,"14033",1,24-10-01,10,24-10-01
6317,489,14,2177,23-10-01,23-10-08,"11868",1,23-10-04,10,23-10-03
6318,3,6,1005,24-11-06,24-11-08,"19959",1,24-11-09,10,24-11-09
6319,589,15,2377,24-05-28,24-06-06,"16764",1,24-05-31,10,24-05-29
6320,907,6,3107,23-08-20,23-08-29,"14765",1,23-08-22,10,23-08-22
6321,15,3,1029,24-07-16,24-07-18,"13369",1,24-07-18,10,24-07-21
6322,881,15,3081,24-08-01,24-08-10,"13929",1,24-08-05,10,24-08-04
6323,498,13,2195,23-04-12,23-04-21,"15302",1,23-04-14,10,23-04-17
6324,60,16,1119,23-11-15,23-11-21,"17712",1,,14,23-11-18
6325,156,20,1311,23-09-24,23-10-03,"15550",1,,14,23-09-25
6326,883,14,3083,24-09-29,24-10-02,"10175",1,24-09-30,7,24-10-02
6327,403,2,2005,24-08-29,24-09-05,"13710",1,,14,24-08-31
6328,801,7,3001,23-09-15,23-09-16,"13151",1,,14,23-09-19
6329,826,16,3026,23-04-27,23-05-04,"12379",1,,14,23-04-28
6330,92,3,1183,23-01-17,23-01-22,"16420",1,23-01-21,9,23-01-18
6331,909,14,3109,24-04-28,24-05-02,"12619",1,24-05-01,8,24-05-01
6332,496,20,2191,24-01-10,24-01-16,"11452",1,24-01-14,8,24-01-12
6333,858,2,3058,23-09-22,23-09-29,"10452",1,23-09-27,8,23-09-26
6334,167,13,1333,24-04-03,24-04-13,"15211",1,24-04-06,8,24-04-05
6335,69,14,1137,23-12-22,23-12-25,"13746",1,23-12-23,8,23-12-26
6336,859,15,3059,23-02-13,23-02-18,"18394",1,23-02-16,19,23-02-17
6337,130,3,1259,24-11-25,24-12-02,"12061",1,24-11-29,19,24-11-28
6338,958,15,3158,24-03-22,24-03-29,"10712",1,24-03-24,8,24-03-25
6339,970,7,3170,24-08-10,24-08-12,"14289",1,24-08-15,8,24-08-15
6340,804,13,3004,24-01-04,24-01-12,"15061",1,24-01-06,8,24-01-07
6341,582,7,2363,24-07-14,24-07-18,"13219",1,24-07-17,8,24-07-16
6342,29,20,1057,23-06-12,23-06-19,"17822",1,23-06-14,8,23-06-13
6343,505,2,2209,23-12-07,23-12-16,"13786",1,23-12-09,8,23-12-09
6344,85,16,1169,24-11-10,24-11-13,"17786",1,24-11-14,8,24-11-14
6345,963,3,3163,23-01-30,23-02-04,"11530",1,23-01-31,8,23-01-31
6346,120,14,1239,23-06-22,23-07-01,"13650",1,23-06-27,8,23-06-24
6347,951,3,3151,24-05-24,24-06-01,"17507",1,24-05-28,19,24-05-26
6348,97,13,1193,24-05-25,24-05-31,"17223",1,24-05-30,8,24-05-27
6349,449,2,2097,24-05-01,24-05-07,"10467",1,24-05-03,8,24-05-03
6350,43,13,1085,23-04-10,23-04-17,"15890",1,23-04-14,8,23-04-13
6351,461,8,2121,23-12-29,24-01-07,"14832",1,24-01-02,8,24-01-01
6352,434,3,2067,24-08-06,24-08-15,"19632",1,24-08-07,19,24-08-10
6353,158,14,1315,24-02-28,24-03-09,"11882",1,24-02-29,8,24-03-03
6354,917,8,3117,24-04-04,24-04-14,"12614",1,24-04-09,8,24-04-07
6355,168,20,1335,23-04-13,23-04-14,"15810",1,23-04-16,8,23-04-18
6356,986,6,3186,23-05-11,23-05-14,"13728",1,23-05-14,8,23-05-12
6357,875,6,3075,23-11-24,23-11-28,"18464",1,23-11-27,8,23-11-26
6358,867,6,3067,24-08-19,24-08-25,"14904",1,24-08-20,8,24-08-22
6359,935,7,3135,23-11-04,23-11-12,"17624",1,23-11-07,8,23-11-05
6360,405,20,2009,24-06-18,24-06-27,"17985",1,24-06-19,8,24-06-20
6361,908,14,3108,24-07-03,24-07-08,"14711",1,24-07-07,8,24-07-05
6362,921,8,3121,23-12-21,23-12-28,"15853",1,23-12-24,8,23-12-25
6363,812,16,3012,24-04-06,24-04-12,"12621",1,24-04-07,8,24-04-08
6364,952,20,3152,24-11-10,24-11-13,"18505",1,24-11-13,8,24-11-15
6365,148,3,1295,23-06-06,23-06-08,"15759",1,23-06-10,8,23-06-10
6366,1007,16,3207,23-10-26,23-10-28,"19853",1,23-10-28,8,23-10-27
6367,977,16,3177,24-08-04,24-08-11,"15768",1,24-08-08,8,24-08-06
6368,92,15,1183,24-10-24,24-11-02,"18300",1,24-10-28,8,24-10-29
6369,895,6,3095,24-01-28,24-01-31,"10041",1,24-01-30,19,24-01-31
6370,22,8,1043,24-11-19,24-11-21,"14491",1,24-11-24,8,24-11-20
6371,527,6,2253,24-11-01,24-11-07,"11614",1,24-11-03,8,24-11-05
6372,874,3,3074,24-07-24,24-07-31,"12838",1,24-07-27,8,24-07-28
6373,86,14,1171,24-11-11,24-11-15,"13060",1,24-11-15,8,24-11-13
6374,440,14,2079,23-02-23,23-02-27,"16030",1,23-02-25,19,23-02-26
6375,549,7,2297,23-05-27,23-06-03,"19921",1,23-05-31,19,23-05-30
6376,417,20,2033,23-12-17,23-12-22,"13452",1,23-12-21,8,23-12-19
6377,16,8,1031,24-11-15,24-11-20,"14963",1,24-11-20,8,24-11-19
6378,933,7,3133,23-10-07,23-10-13,"15941",1,23-10-08,19,23-10-09
6379,934,20,3134,24-05-07,24-05-17,"10844",1,24-05-10,5,24-05-09
6380,859,15,3059,24-06-18,24-06-26,"18394",1,,19,24-06-21
6381,130,3,1259,24-06-16,24-06-25,"12061",1,24-06-19,14,24-06-19
6382,951,3,3151,24-12-17,24-12-19,"17507",1,,19,24-12-18
6383,434,3,2067,23-11-19,23-11-27,"19632",1,23-11-24,18,23-11-24
6384,895,6,3095,23-02-11,23-02-16,"10041",1,23-02-14,7,23-02-15
6385,440,14,2079,23-07-02,23-07-10,"16030",1,,19,23-07-03
6386,549,7,2297,23-09-21,23-09-28,"19921",1,23-09-23,10,23-09-23
6387,933,7,3133,24-01-07,24-01-14,"15941",1,24-01-10,13,24-01-09
6388,500,2,2199,23-01-12,23-01-16,"19432",1,23-01-16,6,23-01-14
6389,28,8,1055,24-10-31,24-11-03,"17269",1,24-11-01,6,24-11-01
6390,590,15,2379,23-05-22,23-05-27,"18512",1,23-05-26,6,23-05-25
6391,919,3,3119,23-04-14,23-04-23,"14823",1,23-04-19,6,23-04-17
6392,538,2,2275,23-01-26,23-01-30,"16721",1,23-01-31,6,23-01-28
6393,817,6,3017,23-07-21,23-07-31,"15519",1,23-07-25,6,23-07-23
6394,407,8,2013,24-12-20,24-12-24,"11014",1,24-12-24,6,24-12-23
6395,975,6,3175,23-10-24,23-10-28,"16137",1,23-10-26,6,23-10-26
6396,476,14,2151,24-08-31,24-09-08,"11647",1,24-09-03,6,24-09-05
6397,470,7,2139,24-06-09,24-06-18,"19864",1,24-06-10,6,24-06-11
6398,198,14,1395,23-11-11,23-11-13,"15555",1,23-11-13,2,23-11-15
6399,78,2,1155,23-04-25,23-05-02,"11296",1,23-04-28,6,23-04-27
6400,853,13,3053,24-11-01,24-11-04,"10959",1,24-11-03,6,24-11-06
6401,510,7,2219,24-07-06,24-07-10,"13670",1,24-07-10,6,24-07-07
6402,117,3,1233,24-05-16,24-05-22,"16528",1,24-05-19,6,24-05-18
6403,89,20,1177,24-03-25,24-03-29,"10158",1,24-03-28,6,24-03-26
6404,534,16,2267,23-04-27,23-04-29,"17951",1,23-04-30,6,23-05-02
6405,471,8,2141,24-08-04,24-08-13,"19868",1,24-08-07,6,24-08-06
6406,71,14,1141,23-10-11,23-10-12,"14925",1,23-10-15,6,23-10-13
6407,857,6,3057,24-06-14,24-06-16,"11219",1,24-06-18,6,24-06-19
6408,69,16,1137,24-01-08,24-01-09,"13257",1,24-01-10,6,24-01-10
6409,187,20,1373,24-04-16,24-04-25,"10062",1,24-04-19,6,24-04-19
6410,507,15,2213,23-10-17,23-10-19,"18670",1,23-10-19,6,23-10-19
6411,67,13,1133,23-07-09,23-07-15,"14177",1,23-07-11,6,23-07-12
6412,865,7,3065,23-05-30,23-06-04,"19282",1,23-06-02,6,23-06-03
6413,914,16,3114,24-04-19,24-04-28,"14625",1,24-04-23,6,24-04-21
6414,135,3,1269,23-06-26,23-06-28,"11930",1,23-06-27,2,23-06-29
6415,991,6,3191,23-11-14,23-11-18,"18249",1,23-11-18,6,23-11-16
6416,822,6,3022,24-03-30,24-04-07,"12662",1,24-04-02,6,24-04-01
6417,1005,3,3205,23-06-08,23-06-18,"16145",1,23-06-11,6,23-06-11
6418,548,13,2295,23-05-20,23-05-27,"13721",1,23-05-22,6,23-05-21
6419,593,7,2385,23-12-08,23-12-15,"12097",1,23-12-09,6,23-12-11
6420,934,13,3134,24-03-25,24-03-31,"10139",1,24-03-27,6,24-03-27
6421,501,20,2201,23-03-05,23-03-12,"17902",1,23-03-07,6,23-03-09
6422,147,16,1293,23-04-06,23-04-11,"10724",1,23-04-10,2,23-04-07
6423,985,20,3185,23-06-13,23-06-17,"14829",1,23-06-16,6,23-06-14
6424,538,7,2275,24-09-23,24-09-30,"11404",1,24-09-26,6,24-09-26
6425,69,8,1137,24-01-24,24-01-31,"15323",1,24-01-25,6,24-01-26
6426,486,7,2171,23-06-13,23-06-22,"19991",1,23-06-14,6,23-06-15
6427,521,20,2241,24-04-29,24-05-08,"13538",1,24-05-04,6,24-05-04
6428,171,13,1341,24-05-08,24-05-15,"19784",1,24-05-13,6,24-05-11
6429,198,14,1395,24-12-24,24-12-26,"15555",1,24-12-29,7,24-12-28
